Epoch,Train_Loss,Val_AUC
1,1.0039929614836423,0.5006515534434859
2,0.9613194070706945,0.5379456012991054
3,0.9291654158788171,0.5399047389177833
4,0.9542032270602118,0.5261876170929471
5,0.885731818001572,0.5461056222076285
6,0.9081300654326683,0.5386055567885265
7,0.8793760565186839,0.5637762517059299
8,0.8478166426522774,0.5901997864424416
9,0.8419480144412527,0.5871900600548954
10,0.8305061567596821,0.6014434252456665
11,0.8313548352844836,0.6203775143843752
12,0.7835923673124504,0.6355899304426796
13,0.7488587474066037,0.6288218525349021
14,0.7585714872109481,0.6287244050162527
15,0.7683381506402956,0.6419024462967005
16,0.7256151304912635,0.6498347489112717
17,0.7110850664984265,0.6659820600886794
18,0.7191293516703845,0.6760830248625163
19,0.6780442192755167,0.6776406018129585
20,0.6833533255294029,0.6838721995341125
21,0.6361310504631954,0.6896780975698102
22,0.7071942358448873,0.692724345749698
23,0.6358598801042344,0.6986520501895859
24,0.6257115639871563,0.6964683998505679
25,0.6234835561204787,0.7189002063988001
26,0.5531846306567939,0.7261995214347311
27,0.569876023022476,0.7134586502773134
28,0.5773311081852232,0.7139840209849937
29,0.5457897716434867,0.7301441791959137
30,0.5622616828766146,0.7430685641680702
31,0.5403224303327216,0.7405513738090788
32,0.5100492187450004,0.7623589751688178
33,0.5408974049462019,0.751835480586434
34,0.4881265649839301,0.7495990539376961
35,0.5090065002305908,0.7594095728228526
36,0.5128750204416025,0.7694957330330152
37,0.4951834838070552,0.7896318297455345
38,0.4648398441121266,0.7806282071286307
39,0.4695681802988584,0.7944537402115918
40,0.4571592008492448,0.790742008415609
41,0.4406288204400243,0.7908932435120802
42,0.44511672033442556,0.7981638978899311
43,0.4092368345738955,0.7992834835126534
44,0.4149179077674766,0.7974482508015958
45,0.41250030765364554,0.8191308548165002
46,0.410154220130037,0.8331959050663031
47,0.4103222353815894,0.8207628074637582
48,0.3912608293502915,0.8119885126932305
49,0.36153607083904,0.8241806322641069
50,0.37617669238683027,0.8366818592060613
51,0.3641496999283918,0.8255562215053326
52,0.3311276703333146,0.8366762649993036
53,0.30710479897192594,0.8403098608168307
54,0.32533523245178214,0.8462023339283966
55,0.32220343572294335,0.850323387818633
56,0.2878438252669223,0.8380637320309617
57,0.2771490998390002,0.8380892222908052
58,0.28249231876580294,0.8630929008550693
59,0.3168525331821552,0.8629950776883938
60,0.2985995898046501,0.8630861683678036
61,0.28094287253834427,0.8726617938146746
62,0.32962078503495484,0.8721831330563449
63,0.2704422960292842,0.8811441677641119
64,0.28045308240812794,0.8598344755954115
65,0.2891043383042185,0.8635365286355359
66,0.22348091602829034,0.8714658480110234
67,0.21458561834928316,0.8748364583998697
68,0.2946199536928693,0.8750966584328365
69,0.26665709888020805,0.8806975199887774
70,0.22046951351905877,0.8655506672382965
71,0.2617811846593668,0.9039225832797112
72,0.24618793775787312,0.8937129222110488
73,0.24219595561701646,0.8978857695445409
74,0.22257796534651164,0.8841418104109678
75,0.20457357260658188,0.867916934801458
76,0.1843135766313247,0.8976012314958305
77,0.19728188331632301,0.8759709921438018
78,0.19640711199536082,0.8896191041370258
79,0.24029861585541756,0.8869030080120948
80,0.19166841860754055,0.900308338699655
81,0.2238949337232957,0.9001845499496384
82,0.18075753405411243,0.8874562620500038
83,0.17665597260180071,0.9067402725981742
84,0.2005875400714621,0.8895404079193316
85,0.21148292453453993,0.9024720792196639
86,0.15738979653315402,0.9171213180605564
87,0.17913268717034125,0.9133234578515236
88,0.16723587182611122,0.9381847530859295
89,0.19683016422587615,0.908970412547223
90,0.18393449827814237,0.92408484114496
91,0.18504671773402276,0.915349438772617
92,0.15282520090454527,0.9029884234054144
93,0.13113475083319562,0.9127458173827381
94,0.1922925095927096,0.9159272601887102
95,0.13971457701099868,0.925845265371306
96,0.12616522625214915,0.9381874806535787
97,0.13270472578627943,0.921773910549254
98,0.1704787698124791,0.9230435217340025
99,0.12908841280202007,0.9064449279684779
100,0.15328140588378913,0.9343930393344493
101,0.13056620075825565,0.9350072733094035
102,0.13863769075204907,0.9221090796615219
103,0.12945770738724136,0.9158496289778165
104,0.13811850365188044,0.9046729317784261
105,0.10304281214232691,0.933802475327258
106,0.11334025003690261,0.9318834171300059
107,0.08650225827210525,0.9238772566052234
108,0.10017820030914681,0.9444973807509678
109,0.11918468129154398,0.9345100539566155
110,0.10216317428495889,0.9379221515575649
111,0.12124089579294858,0.9524928079251086
112,0.1052173863986734,0.9337057946740106
113,0.1342124339848461,0.9286855096639351
114,0.07704159734465131,0.9342568741298279
115,0.1378066864791966,0.9447969062668877
116,0.08586929506260643,0.9243103142282925
117,0.11022038733249374,0.9380269544743689
118,0.09250996808674565,0.9326282323100541
119,0.08313430624736246,0.9442397820143449
120,0.11423404586856396,0.9457308653514439
121,0.10229531068342733,0.9382704600132385
122,0.09812234484128336,0.928448345226426
123,0.08812050823680129,0.9428740961524985
124,0.06049799256531378,0.9320599523080917
125,0.07952789583181316,0.9409763667707212
126,0.0881590359762977,0.9325742430261293
127,0.05,0.9356586876927214
128,0.05420090937772048,0.9285093609379531
129,0.053497000018992366,0.939255208925771
130,0.07059841816094432,0.9365551459882117
131,0.10479026132277533,0.9174988152113216
132,0.09767323698604757,0.9539456810812061
133,0.08615067941268442,0.9637508842065962
134,0.051894788381732705,0.9372202358742538
135,0.05,0.9533973826674983
136,0.07139489606634919,0.9317306880669538
137,0.055232767532983354,0.9364663872916489
138,0.06960767834971661,0.9471847074684285
139,0.05258108783715358,0.952352076978838
140,0.06523854372974366,0.9502559552760318
141,0.07287285028584953,0.9465790274269893
142,0.05,0.9616159343653864
143,0.08712153679307347,0.9555667755593865
144,0.05,0.932105692689164
145,0.06938912045787125,0.9560478334146297
146,0.05,0.9343541720252235
147,0.08430364366719616,0.9383881768202841
148,0.05,0.9624917914746892
149,0.0663836987239415,0.9401982037128577
150,0.07234630166864013,0.9381179160665486
151,0.060197575678185754,0.945828054587894
152,0.0684090568077371,0.9522939145076502
153,0.05,0.9557212642483345
154,0.05,0.9531062208473986
155,0.05,0.976156248238661
156,0.05,0.9715979237997077
157,0.05,0.9554388678407811
158,0.05,0.9583166803207736
159,0.06661755575565247,0.9493970937489284
160,0.0697729673206609,0.9553320201668069
161,0.05,0.9580931408651701
162,0.05,0.9444874688924576
163,0.06362536628390868,0.9394947705961714
164,0.06923215367656335,0.9546275119061831
165,0.05023014561417413,0.9503679942614519
166,0.05,0.9522433069600882
167,0.05,0.9371378895607524
168,0.05,0.9430759174043257
169,0.05,0.9414545641654339
170,0.05,0.9455549133236852
171,0.05,0.9757169512336747
172,0.05,0.9600031810168543
173,0.05,0.9467334649380592
174,0.05,0.9410517388448945
175,0.05,0.9761971920471204
176,0.05,0.9733241091339377
177,0.05,0.953781845384332
178,0.05,0.9485576053319495
179,0.05,0.9619523157388059
180,0.05,0.9523985842205831
181,0.05,0.954841777933896
182,0.05,0.944128377895723
183,0.05,0.9390823664470255
184,0.07458021627303921,0.9465531207887278
185,0.05,0.9592952688644908
186,0.05,0.9577496126133771
