Epoch,Train_Loss,Val_AUC
1,0.9738293195558352,0.5111371475747636
2,0.9486089389304245,0.5006949161852925
3,0.9408071135040064,0.5328871490896068
4,0.9310201550386024,0.5474893779963407
5,0.8768739120696786,0.5522593478749449
6,0.9050711572859266,0.5679130313299271
7,0.8931530514538687,0.5826744341566944
8,0.8742458988517458,0.5995858497459281
9,0.8381084954960467,0.5972216876055255
10,0.8971303197041992,0.6001227621802527
11,0.8154760803710818,0.6073504184305452
12,0.8056939912320127,0.6272912822181536
13,0.7538606473888759,0.6249391357114866
14,0.7190601346610187,0.6309893766651179
15,0.724624868477682,0.6314347094313909
16,0.7445220974699207,0.6459091923785203
17,0.7324032190261338,0.6501562854767439
18,0.6736887696054675,0.6767960067520972
19,0.7201184315562518,0.6480463614538698
20,0.6597936701513685,0.6787347112300489
21,0.6727356370489287,0.6780768331684107
22,0.6185232129098859,0.6794949614351847
23,0.6371440426576547,0.6884369935621106
24,0.6007574795305808,0.699515094880322
25,0.5921653056945904,0.6976721003263812
26,0.6030215916558906,0.7310574739417522
27,0.5788668102848851,0.7263200177292398
28,0.5951820552457907,0.7388433932302726
29,0.5649021499903094,0.7399545570586391
30,0.5332471846622943,0.7498302014479395
31,0.5025775114738806,0.7590292156898977
32,0.5418506989250238,0.7422931338909129
33,0.5147157742897471,0.7375115005238904
34,0.5215499132605197,0.7573318099029633
35,0.5166966756953346,0.7508544280088018
36,0.4726453797026391,0.766572788772611
37,0.47225798663021323,0.7822994318723785
38,0.47808254373133635,0.7794041144731635
39,0.46523585699497066,0.7975377979957156
40,0.426025766223747,0.78334749488153
41,0.4379054138233404,0.797586265811424
42,0.4546360483534868,0.7939515250688303
43,0.43657279077729055,0.8026041806083339
44,0.4387278229377982,0.8175572736668961
45,0.4019583438932038,0.8060637866788916
46,0.4019003724004807,0.8068669011896691
47,0.3648468828239562,0.8172443965716059
48,0.3917710766683721,0.8265480545370988
49,0.3964243857447688,0.8233636564194603
50,0.34903600435389287,0.8414218576010322
51,0.3118309917520654,0.8291513927036077
52,0.35027323312053155,0.8446868742524366
53,0.3528745654233992,0.8468615432361214
54,0.35869933900599255,0.8494217733612168
55,0.3590919398850054,0.8425619871380171
56,0.3207136726189311,0.8542395169024316
57,0.34218243922532876,0.8329887375588041
58,0.3120063477690274,0.8496699036802965
59,0.33332810712839045,0.8484312112308937
60,0.31804056302932854,0.8544111685367304
61,0.30135377640044625,0.8802053687256994
62,0.27973540577045325,0.8563354094180367
63,0.285685960537092,0.8522847953310334
64,0.2677045273171851,0.8521068347791095
65,0.2911212332191382,0.873042385273453
66,0.25547531076351543,0.8787327923757412
67,0.2521120280714919,0.8666143225822001
68,0.26165063753591866,0.8769490990646465
69,0.2641054025255859,0.8662037083602638
70,0.21870935592003107,0.8883718337799034
71,0.2131855760231091,0.889111766213247
72,0.2579987293940046,0.8616245739699424
73,0.2310362971331397,0.8790178946675452
74,0.24993832643556296,0.8900292414326536
75,0.19441097075619815,0.8879837204380627
76,0.25383104362558534,0.8795594681087211
77,0.211257266379045,0.9019751672398258
78,0.22629352051770077,0.8972172998391137
79,0.1797600693413549,0.8724999598573181
80,0.2035887028424511,0.9012578351954931
81,0.21237425411630398,0.9010690870885054
82,0.18669445477208477,0.892002049718594
83,0.1958019887350625,0.8986167951451143
84,0.15083910921974064,0.9110039343156991
85,0.18294336408591824,0.9033884271620501
86,0.1981594397390866,0.8895930878091133
87,0.18839380451494595,0.9126615751117598
88,0.16249733152394227,0.903302603029754
89,0.18530708263706644,0.9122423343343172
90,0.1842487172571008,0.9153590049519525
91,0.16336911595430284,0.9261328987269638
92,0.1714435448216489,0.9194550862562106
93,0.15522293168922302,0.9061763692605325
94,0.18438521297171412,0.8999955537447605
95,0.18099578113856857,0.9115703614369359
96,0.1337835058861857,0.9095857587383575
97,0.16823722519610856,0.9036559805644385
98,0.1312153707907998,0.9268295176393103
99,0.12254088902287875,0.9163704370290061
100,0.13167795998633988,0.9235866314755907
101,0.1385531540532042,0.9238997510653073
102,0.1286989846666179,0.923003883614927
103,0.09989693247026821,0.9221996229329334
104,0.1141752843002151,0.9197324372634487
105,0.15729347213238068,0.9050677682610906
106,0.09471793838717153,0.9239970248692823
107,0.1409793230473062,0.9270520505234267
108,0.14350734335512877,0.9385996265422097
109,0.10014551186607831,0.9370028576792565
110,0.15038455066536632,0.9199907195136043
111,0.12194291167471824,0.9286242010628319
112,0.125663645095241,0.9201457451174758
113,0.12977667516925126,0.946631043899747
114,0.08711400562696765,0.9436541877960923
115,0.12615628362184178,0.9387859302361833
116,0.10861508822055704,0.940823036564739
117,0.10163312064673151,0.9368645521056308
118,0.1262774074961271,0.9295447270474401
119,0.059904431270140016,0.9463262704414523
120,0.05989793640990903,0.9341082249666718
121,0.08927707335571587,0.9418751085363376
122,0.08850209662731585,0.9385646824224481
123,0.07656940254198524,0.9516449298780111
124,0.050121193117398044,0.9437059980351847
125,0.12695057697487028,0.9532502034954603
126,0.08141389256275314,0.9440255218112137
127,0.10668856253786144,0.9422038484955729
128,0.09686603853026178,0.9438469979858931
129,0.051831620425626695,0.9348416071758757
130,0.08128434486905889,0.9278114267825872
131,0.08437537073917127,0.9443567697581581
132,0.09229693502895232,0.9239612793902091
133,0.07277247961434227,0.941240452078664
134,0.05560473299584865,0.9232347332639079
135,0.07939612694128019,0.931970807973566
136,0.09039715189268642,0.9525027667632299
137,0.06989776805172834,0.9393428138842964
138,0.08782685340527181,0.9320004834415425
139,0.07471946962464097,0.9413694223866224
140,0.05266391032637248,0.9494501506772034
141,0.07364845285104656,0.9426753958517856
142,0.06556964653788178,0.939438588730375
143,0.0676439211939101,0.9410356467866298
144,0.06845375636036802,0.9341038480825345
145,0.05240254267274552,0.9503319797833004
146,0.05540470218942392,0.9430515323993139
147,0.05,0.9355866839128062
148,0.059335421898628525,0.9339762759242305
149,0.05,0.9360574660768518
150,0.05,0.9448686587036088
151,0.06257722143072908,0.9437677017142719
152,0.05,0.9473837913596495
153,0.05824446031661622,0.9495571918004859
154,0.060158755924398774,0.9404318006331249
155,0.05,0.9414642815567072
156,0.05324604702096357,0.9441730889001146
157,0.05,0.9372890636315692
158,0.052585343204859074,0.9421820918980718
159,0.07076545273691864,0.9560982979613479
160,0.05,0.9471239723168747
161,0.06027983187758282,0.9487062190937212
162,0.07121308799821328,0.9354052205076567
163,0.05,0.9458776091027312
164,0.05,0.9593584323213423
165,0.05,0.938937469369619
166,0.05,0.9296616961293944
167,0.05,0.9467100931893152
168,0.05,0.9640610478329814
169,0.05,0.9421989934964738
170,0.05,0.9455106585136122
171,0.07160900362136095,0.9493528140876627
172,0.05,0.9634664407444415
173,0.05,0.9737184943010224
174,0.05,0.9512169592199796
175,0.05,0.963343802019987
176,0.05,0.9496074045132944
177,0.05,0.960966441793442
178,0.05,0.9527397178099857
179,0.05,0.9622489761295085
180,0.05,0.9608254622358615
181,0.05,0.9484719113735941
182,0.05,0.967188114478081
183,0.05,0.9578987889584274
184,0.05,0.9457608150058963
185,0.05,0.9441439437254924
186,0.05,0.9657508694146788
187,0.05415580490750755,0.9608396728635403
188,0.07208439498067423,0.9435912103147777
189,0.05,0.9282505511710567
190,0.05,0.9380859303661788
191,0.05,0.9564335924720356
192,0.05,0.9455020879143688
193,0.05,0.9604164096246809
194,0.05,0.9338843285569942
195,0.05,0.9555581138942345
196,0.05,0.9623576621728127
197,0.05,0.9347332055683911
198,0.05,0.9364467258597937
199,0.05,0.9448393943909393
200,0.05,0.9557996881879862
