Epoch,Train_Loss,Val_AUC
1,0.973487297930546,0.5072409996882771
2,0.9847357701602,0.5273794696857
3,0.9265290012721089,0.548864076069402
4,0.9126834930249498,0.53707518699983
5,0.8822601308991026,0.5438533629274105
6,0.844889291070267,0.5592476180647704
7,0.8310096658459389,0.5612665483591689
8,0.8672066334202164,0.5741215710427235
9,0.823513641432209,0.598213218323324
10,0.8522822807703315,0.5987352985071208
11,0.8527702312681662,0.6040517582262592
12,0.8159752412906052,0.6172231955426011
13,0.7693528108523424,0.6198849731891775
14,0.7674369357891871,0.6301689766839284
15,0.7541681475079772,0.6505115498144677
16,0.7135827650807164,0.6616559685431388
17,0.7059528633722163,0.6123858448512536
18,0.6770614153423373,0.6519318027476847
19,0.6620568743283101,0.6715095737660666
20,0.6881021529804469,0.6654198936503156
21,0.6398958367928911,0.6643777564155326
22,0.658792071692978,0.6782305715485375
23,0.6196731652979582,0.690637835991576
24,0.6473608959714113,0.6993983749633287
25,0.5918099793525706,0.7153647790217507
26,0.6132707422189304,0.6988676894111173
27,0.5754001842851597,0.723254894411804
28,0.5414245808284883,0.707664573862013
29,0.5663468296004551,0.7069230888908441
30,0.5273864019690434,0.7200835619857877
31,0.542715260588031,0.7388201599718326
32,0.5105271697272211,0.7363880139195441
33,0.5411092678986352,0.733172753585567
34,0.5547377851228701,0.7664214506401646
35,0.4819762877633915,0.745586652686539
36,0.4563330831975215,0.7505144363668073
37,0.47880502751098675,0.7529432292634164
38,0.47916623089984417,0.7460762677128958
39,0.473904977501779,0.766715606925359
40,0.43636905331546766,0.7480219832750935
41,0.41723560035560253,0.7673268756275936
42,0.42868650930684205,0.7800412620043625
43,0.43151539401963745,0.7727414900846975
44,0.45613538580468166,0.7866568587931937
45,0.39432065229789115,0.7948932360551184
46,0.3984369500207668,0.7814727450393658
47,0.3960809901672794,0.80599984715326
48,0.36662702254425805,0.8052751225233367
49,0.3988561662165209,0.79684724819066
50,0.3922422982332672,0.8087751729571087
51,0.3784730153060586,0.8128130840179494
52,0.3266292644007848,0.8210407905016696
53,0.3541711925666572,0.8212196443961083
54,0.3542991541744676,0.8227583803681013
55,0.2825558671224613,0.8384006170979327
56,0.34425527725543487,0.8398126506903465
57,0.32594583158922563,0.8345980364122517
58,0.31354699251402346,0.820215316499956
59,0.3074530580953494,0.8318297056298404
60,0.3257720906713833,0.8479378180611782
61,0.2935843416991064,0.8275285876344749
62,0.32438374160072697,0.8337862561699696
63,0.28943010283189163,0.8470609619390964
64,0.266943172508466,0.842341403529263
65,0.28801166532239875,0.8550255265783325
66,0.26554825579611385,0.8444497406640049
67,0.24832482191641758,0.8535155696359366
68,0.27308307090189826,0.8445138286219813
69,0.2579961225070534,0.845019041116128
70,0.2853267845574253,0.8702178583179974
71,0.2293446644440453,0.8479204791979216
72,0.25095098420775036,0.8608554279977281
73,0.23182363574758658,0.8486582246958936
74,0.2326586812224799,0.8527552678428412
75,0.23621921300486548,0.86116268580129
76,0.22682439902875287,0.8776210791497174
77,0.17362315295299713,0.8974020621131177
78,0.1853472823446808,0.8527127756177545
79,0.2053505117586918,0.8662805982916459
80,0.20777477935790575,0.8876330024085524
81,0.21506306533248298,0.8822390044288759
82,0.21832495188780449,0.868376747701191
83,0.2084984409585463,0.8785897427771869
84,0.1594446794833835,0.8877033843430517
85,0.15626763498949198,0.8845682247702631
86,0.16926665854524456,0.888487584469914
87,0.14787061071429972,0.8863145510517559
88,0.1975641013456974,0.8825206560145356
89,0.16240612787534137,0.886734657770108
90,0.16253402530527392,0.8853994870579729
91,0.16271981688570275,0.8777148866650726
92,0.13802799039508024,0.8766775676677553
93,0.19251245361472158,0.89250775102211
94,0.17583520656930224,0.8784627784035173
95,0.14187564536693548,0.9032297835306801
96,0.19150065191861032,0.8802719757902447
97,0.14736892970575094,0.910013088649105
98,0.16352005312956627,0.8965801028720479
99,0.1307811633983236,0.8756721284140514
100,0.10068803587502387,0.8966776654291261
101,0.14145712806274371,0.9143305875357866
102,0.08450973983820825,0.8954235798558318
103,0.1306931539391316,0.8910196335727267
104,0.15130222257165254,0.9035756550508749
105,0.13312965329286172,0.8801766670629211
106,0.11621472237896784,0.8977361705453689
107,0.11897226127071472,0.9026805981842458
108,0.09165316785369629,0.9042837567930267
109,0.1356321518688749,0.916300786905476
110,0.07052021053506691,0.8958548245763304
111,0.07595073278580874,0.8868377645960746
112,0.09389011383041597,0.9160257820839255
113,0.07700709763203603,0.9031554349226637
114,0.1139300248554801,0.9009080722540902
115,0.08843011333728713,0.9141791500816684
116,0.10923158321433624,0.9081790417573194
117,0.10669699259807282,0.90835971028378
118,0.08406858486955035,0.9322371636142889
119,0.10620587314432091,0.9104193358283253
120,0.09295656695106393,0.9065269846476828
121,0.09333418798434459,0.9053600041256432
122,0.08514022016386953,0.9154759468807492
123,0.12617478398939086,0.9064448931565464
124,0.10586014260834273,0.9120253801167075
125,0.07203766422515126,0.9104680755285001
126,0.07007041061447744,0.9194288673428153
127,0.07839109428913923,0.89891350982094
128,0.08050126344912839,0.9057166777965885
129,0.10127728902151961,0.912536657341867
130,0.061508706860052616,0.9085388782102305
131,0.07551055291438322,0.9109089112158331
132,0.0631073205702734,0.9169232706454822
133,0.07902827241357065,0.922538755007137
134,0.05,0.9239602383119199
135,0.06820876481608672,0.918560219661436
136,0.05,0.9223959454033742
137,0.06297620909046873,0.9170202623210756
138,0.08473805401532682,0.9283109921487861
139,0.05438575279641047,0.9234523750149093
140,0.0767815040076386,0.9124981064373324
141,0.05,0.9303702034427618
142,0.05,0.9023830669417124
143,0.05516670650813335,0.9230626484986774
144,0.05,0.925569938593716
145,0.05,0.9054484256635007
146,0.05161743063010645,0.9144402364222777
147,0.05319430349024493,0.9278131181560055
148,0.053178649055867326,0.9120589419708912
149,0.06413899107826418,0.9145954350521671
150,0.06771862122421662,0.9090849719048056
151,0.10381296803365946,0.9309460866316589
152,0.05,0.9267356944895089
153,0.05,0.9337005175150618
154,0.05,0.9238194322487627
155,0.05,0.9271518795480598
156,0.05,0.9277739133396945
157,0.05,0.9213943645645621
158,0.05,0.9266911031693407
159,0.0683328001948757,0.9244137169707883
160,0.05,0.9383580396030344
161,0.05,0.927295304284006
162,0.05217232612962625,0.9126993040171894
163,0.056956219257490004,0.9390949242955156
164,0.05,0.9153904217872453
165,0.05095555249936008,0.9396324342869594
166,0.05,0.9294171440937651
167,0.05,0.8977783126489961
168,0.05,0.9215332758640272
169,0.05,0.9296591700663409
170,0.05,0.9301625943914047
171,0.05,0.9411136302284541
172,0.05,0.9276376301341849
173,0.053551060597761754,0.9105174072469207
174,0.05,0.9248286262635741
175,0.0743577104781801,0.9198694730299666
176,0.05,0.9372415377492582
177,0.05,0.9290128447050253
178,0.05,0.93677106977582
179,0.05,0.9322436933899879
180,0.05,0.9271992441174977
181,0.05,0.9223972274439501
182,0.07463724623860205,0.9292248449698711
183,0.05,0.9224742960629534
184,0.05,0.9095707360279695
185,0.05,0.919114863958895
186,0.05,0.9430034782381651
187,0.05,0.9416401741418244
188,0.05,0.9298059057964314
189,0.05,0.9354640751462739
190,0.05,0.9158180458646693
191,0.05,0.9184002006662375
192,0.05,0.9281876639399763
193,0.05,0.9369090271618724
194,0.05691764989715657,0.926427979689313
195,0.05,0.9373444983738437
196,0.052188432324153836,0.9368387851752868
197,0.05,0.9304214178898885
198,0.05,0.9329398616630175
199,0.05,0.9342065118019499
200,0.05,0.9329583485319559
